companyLabel,countryLabel,shipsBuilt,avgLength,latestYear,coordinates
Sletta Båtbyggeri,Норвегия,12,36.968,2004,Point(8.5007119 63.2312701)
W:m Crichton & C:o,,12,58.4,1908,Point(22.266944444 60.451666666)
SET Schiffbau- u. Entwicklungsgesellschaft Tangermünde,Германия,12,43.97083333333333333333,2017,Point(11.968888888 52.540833333)
Yokohama Dock,Япония,12,173.5065,1942,
Kalmar shipyard,Швеция,12,63.5,1981,
Tacoma Boatbuilding Company,США,12,64.5825,1991,Point(-122.3636 47.2664)
Northwest Steel,США,12,141.53,1921,Point(-122.666666666 45.516666666)
Kingston Royal Naval Dockyard,Канада,12,0,1814,Point(-76.4686 44.2289)
James Lamont & Co,Великобритания,12,52.73,1979,Point(-4.766666666 55.95)
Hongkong United Dockyard,Китай,12,40.12916666666666666667,1972,Point(114.083 22.3516)
Astilleros Españoles,Испания,12,220.63666666666666666667,2000,
Fleming and Ferguson,Великобритания,12,75.665,1956,
Evans Deakin and Company,Австралия,12,0,1943,Point(153.027777777 -27.467777777)
Chesapeake Shipbuilding,США,12,92.592,2019,Point(-75.613232 38.363058)
Charles Hill & Sons,Великобритания,12,90.05714285714285714286,1959,Point(-2.5975 51.453611111)
STX France,Франция,12,219.28083333333333333333,2019,Point(-1.553888888 47.217222222)
Orlogsværftet,Дания,12,61.99,1960,Point(12.60513 55.68276)
Chantiers Navals Français,Франция,12,91.90333333333333333333,,
Alabama Drydock and Shipbuilding Company,США,12,132.138,2002,Point(-88.03186 30.67537)
Royal Huisman,Нидерланды,12,49.04363636363636363636,2014,Point(5.947992 52.684375)
Северное машиностроительное предприятие,Россия,12,90.73142857142857142857,2012,Point(39.85 64.566666666)
Short Brothers of Sunderland,Великобритания,12,257.75,1946,Point(-1.4155 54.9042)
Ropner Shipbuilding,Великобритания,12,0,1925,
P. Smit Jr.,Нидерланды,12,146.21,1967,Point(4.523935 51.897754)
Furness Withy,Великобритания,12,136.45285714285714285714,1956,Point(-1.216666666 54.683333333)
Амурский судостроительный завод,Россия,12,131.152,2009,Point(137.0 50.55)
Constructions industrielles de la Méditerranée,Франция,12,225.76166666666666666667,1982,Point(3.216111111 43.343333333)
ASMAR,Чили,12,75.8625,2012,Point(-71.619722222 -33.046111111)
İÇDAŞ,Турция,12,88.472,2021,Point(27.24222 40.22806)
Sarpsborg Mekaniske Verksted,Норвегия,12,111.003,1982,Point(11.0418219 59.2636016)
Koninklijke Maatschappij De Schelde,Нидерланды,12,162.825,1998,Point(3.585214 51.443061)
Q116766227,Норвегия,12,20.39,2012,Point(17.121944 68.678333)
TeamCo Shipyard BV,Нидерланды,12,130.44727272727272727273,2024,Point(5.147907 51.737761)
Cockatoo Island Dockyard,Австралия,11,124.58,1968,
Høivolds Mekaniske Verksted,Норвегия,11,41.92,1982,Point(8.0112834 58.1480622)
Fujiwara Shipbuilding,Япония,11,61.40454545454545454545,2019,Point(132.765555555 33.841388888)
Sjötorp shipyard,,11,24.90545454545454545455,1959,Point(13.983895434 58.832599216)
Werf de Noord,Нидерланды,11,110.78111111111111111111,1963,
Metalships & Docks,Испания,11,116.41909090909090909091,2014,Point(-8.689555555 42.257166666)
Wigham Richardson,Великобритания,11,120.09,1902,
Motala shipyard,Швеция,11,69.435,1915,
Yantai Raffles Shipyard,Китай,11,125.49636363636363636364,2025,Point(121.447777777 37.464444444)
Tenix Defence,,11,118,1996,Point(151.21 -33.867777777)
Seatrium Limited,,11,136.97727272727272727273,2024,Point(103.8 1.3)
Wärtsilä Marine,,11,165.83,1990,Point(27.0 65.0)
McTay Marine,,11,38.15727272727272727273,2003,Point(-2.978 53.336)
London and Glasgow Shipbuilding Company,Великобритания,11,139.6,1913,
John H. Mathis & Company,США,11,69.96,1957,Point(-75.128 39.957)
Eidsvik Skipsbyggeri,Норвегия,11,60.515,2010,Point(5.8360235 59.9298739)
Davie Yards Incorporated,Канада,11,134.80363636363636363636,1997,
El-Mokawloon El-Arab,Египет,11,72.81818181818181818182,2020,Point(31.235833333 30.044444444)
CDK Technologies,Франция,11,30.87428571428571428571,2023,Point(-3.979166666 47.909166666)
Thornycroft,Великобритания,11,0,1905,Point(-0.553 51.5882)
Norderwerft Hamburg,Германия,11,67.79363636363636363636,1980,Point(10.0 53.55)
Norderwerft Hamburg,Германский рейх,11,67.79363636363636363636,1980,Point(10.0 53.55)
Burmester Werft,Германия,11,27.665,1970,
Lloyd Werft,Германия,11,180.05636363636363636364,2021,Point(8.583333333 53.55)
Kriegsmarinewerft Wilhelmshaven,Германия,11,187.61111111111111111111,1922,Point(8.106301 53.5278793)
Cockerill-Ougrée,Бельгия,11,162.90909090909090909091,1980,Point(5.5122 50.5986)
Falkenbergs Varv,Швеция,11,78.25111111111111111111,1987,Point(12.5 56.916666666)
Shipkits,Нидерланды,11,98.6,2015,Point(6.5675 53.218888888)
Multiplast,Франция,10,32.97333333333333333333,2023,Point(-2.763045 47.634797)
Qiuxin Shipyard,Китай,10,112.695,2003,Point(121.485 31.2331)
Cantieri di Pisa,Италия,10,35.428,2006,Point(10.4 43.716666666)
Czechoslovak shipping company Labská,Чехия,10,78.518,2005,Point(14.196111111 50.773611111)
Севастопольский морской завод,Россия,10,331,1931,Point(33.534931 44.612519)
Севастопольский морской завод,Украина,10,331,1931,Point(33.534931 44.612519)
Dundee Shipbuilders Company,Соединённое королевство Великобритании и Ирландии,10,86.62,1922,Point(-2.97 56.460555555)
Rauma shipyard,Финляндия,10,103.3,1990,Point(21.4616 61.1235)
Freire Shipyard,Испания,10,80.06666666666666666667,2008,Point(-8.749722222 42.224722222)
Cantiere Navale Triestino,Италия,10,174.128,1929,Point(13.533333333 45.8)
Chantiers et Ateliers Augustin Normand,Франция,10,86.53,1948,Point(0.108055555 49.494166666)
Sanoyas Hishino Meisho,Япония,10,190.48,2016,Point(135.51 34.705555555)
Manitowoc Shipbuilding Company,США,10,140.32,1959,Point(-87.667438 44.098501)
Lawrence & Foulks,США,10,0,,Point(-73.95 40.7)
J. F. Duthie & Company,США,10,0,,
J.M. Martinac Shipbuilding Corp.,,10,56.965,2012,Point(-122.4475 47.2525)
Hong Kong and Whampoa Dock,Китай,10,120,1938,
Commercial Iron Works,США,10,0,,Point(-122.666666666 45.516666666)
ABG Shipyard,Индия,10,134.0875,2013,Point(72.579722222 23.021944444)
Brooke Marine,Великобритания,10,60.055,1987,
Heesen Yachts,Нидерланды,10,42.556,2017,Point(5.54914713 51.780565)
Schiffs- und Maschinenbau AG Mannheim,Германия,10,62.41111111111111111111,1960,Point(8.4572 49.4964)
Джейкоб Аарон Вестервельт,,10,172.875,,
Stader Schiffswerft,Германия,10,51.06222222222222222222,1970,Point(9.48288 53.6048)
Keppel Verolme,Нидерланды,10,258.4325,1975,Point(4.48 51.92)
Mitsubishi,Япония,10,213.902,1990,Point(139.691666666 35.689444444)
Голландская Ост-Индская компания,Республика Соединённых провинций,10,130,1681,Point(4.35966 52.00668)
T. Mariotti,Италия,10,172.64142857142857142857,2023,Point(8.93210285 44.398143996)
Perini Navi,Италия,10,64.609,2013,Point(10.244444444 43.864166666)
Sestri Ponente shipyard,Италия,10,44.07,1927,Point(8.843030612 44.422558621)
Schiffswerft Christof Ruthof,Германия,10,70.67666666666666666667,1943,Point(8.24 50.0825)
Camper and Nicholsons,Великобритания,10,48.524,1999,Point(-1.124236111 50.795088888)
Boele's Scheepswerven & Machinefabriek,Нидерланды,10,106.404,1966,Point(4.572353 51.900644)
Marmara Tersanesi,Турция,10,90.84777777777777777778,2015,Point(29.7839402 40.760756)
Royal Shipyard of Guarnizo,Испания,10,0,1768,Point(-3.819444444 43.401666666)
Scheepswerf Harlingen,Нидерланды,10,80.744,1997,Point(5.440609 53.177082)
Ribeira das Naus,Португалия,10,67,1716,Point(-9.13566 38.706325)
De Biesbosch,Нидерланды,10,110.055,2000,Point(4.685936 51.817833)
De Merwede,Нидерланды,10,122.126,2004,Point(4.87 51.83)
Weihai Donghai Shipyard,Китай,10,99.381,2022,Point(122.1 37.5)
Scheepswerf Hoogezand,Нидерланды,10,55.53333333333333333333,1979,Point(6.730892044 53.167968197)
Qingdao Heshun Shipyard,Китай,10,100.228,2011,Point(120.216666666 36.033333333)
Q131983362,Бельгия,10,98.20625,2016,Point(4.911355 50.465295)
Scheepswerf De Vooruitgang,Нидерланды,10,72.40111111111111111111,1978,Point(6.7203 53.1669)
Albina Engine & Machine Works,США,9,30.23,1971,Point(-122.6783 45.5388)
Blaalid AS,Норвегия,9,41.79285714285714285714,2011,Point(5.135857 61.9722792)
Jaya Shipbuilding & Engineering,Сингапур,9,64.37777777777777777778,2013,
Sandnessjøen Slip & Mek Verksted,Норвегия,9,57.66125,1999,Point(12.6209702 66.020478)
Рижская судоверфь,Латвия,9,46.69875,2009,Point(24.121092 57.027995)
Northumberland Shipbuilding Company,Великобритания,9,0,1911,Point(-1.495 55.001)
Harding Verft,Норвегия,9,45.31142857142857142857,1995,Point(6.005178305 59.986587305)
Uki Workboat,Финляндия,9,59.33333333333333333333,2015,Point(21.409722222 60.8)
Imperial Arsenal,Османская империя,9,72.625,1829,
St. Johns River Shipbuilding Company,США,9,134.6,1944,Point(-81.65 30.316666666)
Poole & Steel,,9,0,,
Millwall Iron Works,Великобритания,9,122.2475,1866,Point(-0.00566389 51.4887)
Tod and MacGregor,Великобритания,9,85.61,,
Escher Wyss & Cie.,Швейцария,9,47.18333333333333333333,1914,Point(8.541111111 47.374444444)
Ganz Works,Венгрия,9,162.6875,1913,Point(19.040833333 47.498333333)
Dyle et Bacalan,,9,0,,
Bergen Group BMV,Норвегия,9,120.76222222222222222222,2014,Point(5.295630611 60.388746888)
Sölvesborgs varv,Швеция,9,79.04142857142857142857,1974,Point(14.574170077 56.029917618)
"Gebroeders Pot, Bolnes",Нидерланды,9,99.60555555555555555556,1966,Point(4.5772 51.8958)
Danyard Frederikshavn,Дания,9,164.36222222222222222222,1994,
China Merchants Jinling Shipyard (Weihai),Китай,9,176.215,2025,Point(122.243888888 37.46)
Finnyards,Финляндия,9,134.81222222222222222222,1997,
Candies Shipbuilders,США,9,90.53111111111111111111,2018,Point(-90.707638888 29.606305555)
Кастелламмаре-ди-Стабия,Италия,9,99.63333333333333333333,1936,Point(14.480277777 40.694722222)
Drageslipen,Норвегия,8,61.4525,1993,Point(15.3929012 67.1030022)
Tromsø Skipsverft,Норвегия,8,48.57285714285714285714,1979,Point(18.9651608 69.652763)
České loděnice,Чехия,8,89.4625,2000,Point(14.196111111 50.773611111)
Jongert,Нидерланды,8,34.43,2003,Point(5.107731 52.855837)
West Sea,Португалия,8,84.49125,2019,Point(-8.84379 41.69009)
Hilhouse,Великобритания,8,0,1785,Point(-2.3525 51.521111111)
Shipyard Edgar Andre,Германия,8,35.53666666666666666667,1970,Point(11.67720278 52.17733056)
Shipyard Edgar Andre,ГДР,8,35.53666666666666666667,1970,Point(11.67720278 52.17733056)
Langesund mekaniske verksted,Норвегия,8,83.29,1967,Point(9.7488942 59.0030304)
Western Dry Dock and Shipbuilding Company,,8,0,,Point(-89.23 48.45)
John Readhead & Sons,Великобритания,8,179.55,1967,Point(-1.43 54.995)
Арсенал Фучжоу,Китай,8,0,,
Boghammar Marin AB,Швеция,8,26.1125,1999,Point(18.15096 59.36303)
BAE Systems Southeast Shipyards,США,8,66.4641,2016,Point(-81.65 30.316666666)
Arsenal de Marinha do Rio de Janeiro,Бразилия,8,43.59,1938,Point(-43.1749 -22.8967)
Cantiere Navale de Poli S.p.A.,Италия,8,97.71375,2012,
IZAR,Испания,8,177.40666666666666666667,2001,
Schulte & Bruns Werft,Германия,8,70.28714285714285714286,1973,Point(7.18361 53.3625)
Atlas Werke,Германия,8,87.15125,1963,Point(8.807222222 53.075833333)
Atlas Werke,Германский рейх,8,87.15125,1963,Point(8.807222222 53.075833333)
Ruhrorter Schiffswerft,Германия,8,71.235,2008,Point(6.761111111 51.432222222)
Jöhnk Werft,Германия,8,37.79,1970,Point(10.0 53.55)
Janssen & Schmilinsky,Германия,8,35.72125,1923,Point(10.0 53.55)
Вашингтонская военно-морская верфь,США,8,0,1825,Point(-76.995 38.873888888)
Frerichswerft,Германия,8,55.91375,1928,Point(8.466666666 53.5)
Lübecker Maschinenbau Gesellschaft,Германия,8,107.49428571428571428571,1968,Point(10.686388888 53.869722222)
Arctech Helsinki Shipyard,Финляндия,8,104.29625,2018,Point(24.9375 60.170833333)
Русское общество пароходства и торговли,Российская империя,8,0,,Point(30.73262 46.47747)
Büsumer Werft,Германия,8,79.45142857142857142857,1984,Point(8.85 54.133333333)
Cockerill-Sambre,Бельгия,8,164.38166666666666666667,1975,Point(5.570555555 50.639722222)
Сен-Мало,Франция,8,0,1780,Point(-2.026111111 48.649444444)
J & W Dudgeon,Великобритания,8,144.125,1874,Point(-0.00419 51.49228)
Robert Davy,,8,31,1813,
Zhoushan Changhong International Shipyard,Китай,8,182.36425,2024,
Płocka Stocznia Rzeczna,Польская Народная Республика,8,57.75,2011,Point(19.7 52.55)
Q115264430,Норвегия,8,44.21,2004,Point(5.6429452 62.3386687)
Scheepswerf Bijlholt,Нидерланды,8,70.94625,1995,Point(6.705915 53.173578)
Georgi Dimitrov Shipyard,Болгария,8,160.83375,1986,
Специя,Италия,8,0,1894,Point(9.828880555 44.108044444)
Gondán shipyards,Испания,7,99.73571428571428571429,2021,Point(-7.02242392 43.53867934)
Shandong Baibuting Shipbuilding,Китай,7,102.81166666666666666667,2013,
Peterson Builders,,7,77.57,1986,
Uusikaupunki shipyard,Финляндия,7,90.00142857142857142857,2012,Point(21.379688601 60.800289224)
Swiftships,,7,41.09833333333333333333,2014,Point(-91.1972 29.7008)
Baltic Workboats,Эстония,7,45,2018,Point(22.384722222 58.228333333)
Astilleros de Sevilla,Испания,7,140.5,2019,Point(-5.5 37.5)
Korea Shipbuilding & Engineering,Республика Корея,7,153.34833333333333333333,1990,Point(129.06483 35.07849)
Korea Shipbuilding & Engineering,Генерал-губернаторство Корея,7,153.34833333333333333333,1990,Point(129.06483 35.07849)
Werf Gusto,Нидерланды,7,134.78666666666666666667,1973,Point(4.41336036 51.906634)
Q15844307,Германия,7,26.9,,
Gryfia,Польша,7,54.28285714285714285714,2007,Point(14.5897 53.4636)
Sungdong,Республика Корея,7,217.02571428571428571429,2013,
State Dockyard,Австралия,7,86.048,1983,Point(151.75 -32.916666666)
Port Weller Dry Docks,Канада,7,222.71428571428571428571,1979,Point(-79.2081 43.2162)
Kvaerner Govan,Великобритания,7,188.5,2003,Point(-4.3083 55.8615)
Khulna Shipyard,Бангладеш,7,0,,Point(89.55 22.816666666)
Jakobson Shipyard,,7,31.15285714285714285714,1983,Point(-73.949722222 40.650833333)
Eide Marine Services,Норвегия,7,76.79428571428571428571,1992,Point(5.7903666 59.7876079)
BAE Systems Maritime – Naval Ships,Великобритания,7,186.2,2020,Point(-4.25 55.861111111)
Astarsa,Аргентина,7,125.3775,1983,Point(-58.583333333 -34.416666666)
Azimut,Италия,7,81.922,2008,Point(8.2475223 44.103926)
Chantier naval de La Ciotat,Франция,7,166.02,1973,
Upper Clyde Shipbuilders,Великобритания,7,181.454,1973,Point(-4.25 55.861111111)
Sir James Laing and Sons,Великобритания,7,113.82333333333333333333,1957,Point(-1.394663 54.914778)
Korneuburg Schiffswerft,Австрия,7,75.756,1977,Point(16.32008 48.34131)
Средне-Невский судостроительный завод,Россия,7,57.8,2000,Point(30.6299091 59.7888634)
Карлйохансверн,Норвегия,7,80.03333333333333333333,1964,Point(10.48555556 59.42694444)
Hanseatische Werft,Германия,7,82.35857142857142857143,1962,Point(9.986295 53.46837)
Robert Duncan and Co.,Великобритания,7,97.288,,Point(-4.69 55.94)
Gebr. Wiemann,Германия,7,39.038,1914,Point(12.554083333 52.414138888)
Bayerische Schiffbaugesellschaft,Германия,7,75.64833333333333333333,1971,Point(9.16100025 49.79899979)
General Dynamics,США,7,458.60333333333333333333,1986,Point(-77.346388888 38.954444444)
Deutsche Industriewerke,Веймарская республика,7,66.64142857142857142857,1988,Point(13.383333333 52.516666666)
Бенетти,Италия,7,59.68,2022,Point(10.2435596 43.8634086)
Сен-Назер,Франция,7,1369.51714285714285714286,2016,Point(-2.213888888 47.273611111)
COSCO,Китай,7,193.918,2019,Point(121.469166666 31.232222222)
Кировский завод,Россия,7,96,,Point(30.316666666 59.95)
Master Boat Builders,США,7,74.27771428571428571429,2015,Point(-88.241706597 30.379364822)
Scheepswerf Friesland,Нидерланды,7,63.56428571428571428571,1977,Point(5.714757 52.841519)
Marine Projects (Poland),Польша,6,82.94666666666666666667,2015,Point(18.696553 54.358621)
Atlanticeagle Shipbuilding,Португалия,6,39.35166666666666666667,1993,
Vaagen Verft,Норвегия,6,93.15333333333333333333,1986,Point(9.0847501 63.2953232)
Sandvikens Skeppsdocka och Mekaniska Verkstad,Финляндия,6,61.655,1938,
Sandvikens Skeppsdocka och Mekaniska Verkstad,Российская империя,6,61.655,1938,
"Craig, Taylor & Company",Великобритания,6,85.3,1918,Point(-1.3049 54.5556)
Q22671523,Германия,6,55.825,1993,
Verolme Scheepswerf Alblasserdam,Нидерланды,6,158.41666666666666666667,1968,Point(4.666666666 51.866666666)
Q16323193,Дания,6,41.745,2006,Point(9.88974 55.2691)
"Wood, Skinner & Co.",Великобритания,6,101.1,1920,
Danish Yacht,Дания,6,24.965,2014,
Asano Shipbuilding,Япония,6,0,,
Mitsubishi Heavy Industries Nagasaki Shipyard & Machinery Works Historical Museum,Япония,6,0,1937,Point(129.85565 32.74304)
Stockholm Navy Shipyard,Швеция,6,43.86666666666666666667,1947,Point(18.1 59.3225)
Skredsvik shipyard,Швеция,6,15.405,1916,
Helsingborgs Varfs AB,Швеция,6,66.75166666666666666667,1956,
William Pile,,6,0,1868,
William Patterson Shipbuilders,Великобритания,6,81.575,1837,Point(-2.3525 51.521111111)
Southeastern Shipbuilding Corporation,США,6,0,1945,Point(-81.103888888 32.050833333)
Smith & Rhuland,Канада,6,52.96666666666666666667,2012,
"Reaney, Son & Archbold",США,6,0,,Point(-75.372777777 39.847222222)
Море,Россия,6,35.11333333333333333333,1981,Point(35.379166666 45.048888888)
Море,Украина,6,35.11333333333333333333,1981,Point(35.379166666 45.048888888)
Columbian Iron Works and Dry Dock Co.,США,6,0,,Point(-76.5857 39.2697)
Bellingham Shipyards,США,6,0,,
Aker Verdal,Норвегия,6,106.16666666666666666667,1984,Point(11.4397 63.7887)
Philly Shipyard,США,6,193.46666666666666666667,2024,Point(-75.163611111 39.952777777)
Судостроительная фирма «Алмаз»,Россия,6,54.15,2012,Point(30.316666666 59.95)
Николаевское адмиралтейство,Украина,6,0,,
Kership Lorient,Франция,6,50,2009,Point(-3.338888888 47.763333333)
Seebeckwerft,Германия,6,162.644,1982,Point(8.583333333 53.55)
Seebeckwerft,Германский рейх,6,162.644,1982,Point(8.583333333 53.55)
Ateliers et Chantiers de la Seine-Maritime,Франция,6,89.33,1966,Point(0.799607 49.479838)
Военно-морской арсенал в городе Лорьян,Франция,6,129.5,1957,Point(-3.35082 47.75097)
MAN DWE,Германия,6,84.74,1987,Point(12.964444444 48.835277777)
Keppel Corporation,Сингапур,6,102.996,2011,Point(103.8 1.3)
Ostseestaal,Германия,6,21.99833333333333333333,2023,Point(13.081944444 54.309166666)
Goole Shipbuilding and Repairing Company,Великобритания,6,58.55,1983,Point(-0.869172222 53.699216666)
Джеймс Бьюкенен Идс,,6,0,,
Schiffbau-Gesellschaft Unterweser,Германия,6,46.83,1967,
Китайская корпорация тяжелого судостроения,Китай,6,253.88833333333333333333,2017,Point(116.29214 39.95812)
China Merchants,Китай,6,157.64333333333333333333,2025,Point(114.158611111 22.278333333)
Charles Mitchell and Company,Великобритания,6,80.89,1875,Point(-1.55 54.978)
Adler Werft,Германия,6,89.2,1962,Point(8.807222222 53.075833333)
Шербур-Октевиль,Франция,6,0,1809,Point(-1.625 49.638888888)
Ships built at Cantiere Navale Mario Morini,Италия,6,93.415,2001,Point(13.516666666 43.616666666)
Danziger Werft,Вольный город Данциг,6,113.8575,1929,Point(18.66 54.4)
Израильские верфи,Израиль,6,89.95333333333333333333,2013,Point(34.999166666 32.819166666)
STX Europe,Норвегия,6,235.74,2011,Point(10.738888888 59.913333333)
Måløy verft,Норвегия,6,28.375,2024,Point(5.116666666 61.933333333)
Scott shipyard,Франция,6,110,1866,
Q107974496,Германия,6,27.39666666666666666667,,Point(13.063611111 53.364722222)
Holland Shipyards Group,Нидерланды,6,43.92,2023,Point(4.87 51.83)
Cookson Boats (NZL) Ltd,,6,0,2010,
Bethlehem Key Highway Shipyard,США,6,156.16666666666666666667,1980,
IHDA Shipbuilding,Нидерланды,6,135.95833333333333333333,2009,Point(4.622214 51.891498)
Bodewes Gruno,Нидерланды,6,72.00166666666666666667,1983,Point(6.720179 53.17231)
Zaanlandsche Scheepsbouw Maatschappij,Нидерланды,6,72.86,1962,Point(4.842222222 52.441666666)
Cleveland Ship Building Company,США,6,402.79,1899,Point(-81.694722222 41.499166666)
T. van Duijvendijk's Scheepswerf,Нидерланды,6,66.45833333333333333333,1959,Point(4.6828 51.8972)
Korea Tacoma Shipyard,Республика Корея,6,0,,
Бордо,Франция,6,0,1913,Point(-0.579444444 44.837777777)
Q56239772,Сербия,5,102.94,2011,
Apatin Shipyard,Сербия,5,101.99,2005,
Hauges Jernskibsbyggeri,Норвегия,5,0,1930,Point(5.27551 59.41015)
Båtutrustning,Норвегия,5,0,1992,Point(5.26666667 59.81666667)
Fijenoord,Нидерланды,5,67.08666666666666666667,1910,Point(4.48 51.92)
Karmsund Maritime Service,Норвегия,5,171.44,2008,Point(5.2886068 59.3321866)
Rauma Marine Constructions,Финляндия,5,183.02675,2025,Point(21.5 61.116666666)
Sumidagawa Shipyard,Япония,5,32.172,1997,Point(139.817277777 35.672805555)
Dockyard and Engineering Works Limited,,5,0,,Point(90.5 23.616666666)
Voss Werft,Германия,5,31.2,1984,Point(7.4226 53.4369)
J & G Thomson,,5,110.2,1883,
Malta Shipbuilding,Мальта,5,103.24,2002,
PT PAL,Индонезия,5,97.75,2016,Point(112.741428835 -7.205052196)
Søby Værft,Дания,5,56.96,2012,Point(10.25588 54.94243)
Q12310586,Дания,5,52,1999,
Ernst Wilhelm Stibolt,,5,0,1807,
Shin Kurushima Ujina Dock,Япония,5,131.938,1988,Point(132.765555555 33.841388888)
Djurgård shipyard,Швеция,5,14.5,1959,Point(18.10040556 59.322275)
Rodman,Испания,5,35.3,2018,Point(-8.726666666 42.235833333)
Willamette Iron and Steel Works,США,5,0,,Point(-122.666666666 45.516666666)
Taikoo Dockyard,Китай,5,93.9,1941,Point(114.217 22.286)
Reliance Naval and Engineering Limited,,5,224.94,2014,Point(72.8775 19.075833333)
Пендик,Турция,5,99.56,,Point(29.263302777 40.862458333)
Napier and Miller,Великобритания,5,87.52,1885,Point(-4.4593 55.925)
Merchant Shipbuilding Corporation,США,5,140.7,1922,Point(-98.5795 39.828175)
Matthew Turner,,5,0,1888,
Haugesund Mekaniske Verksted,Норвегия,5,84.325,1982,Point(5.2602336 59.4083815)
John J. Holland,,5,0,,
Eleusis Shipyards,Греция,5,160.984,2007,Point(23.496265 38.032302)
Companhia União Fabril,Португалия,5,68.01333333333333333333,1987,Point(-9.299166666 38.717222222)
Atlantic Marine,США,5,115.568,2009,Point(-81.65 30.316666666)
Abels Shipbuilders,,5,30.3,2001,Point(-2.6 51.45)
Tenix Pty Limited,Австралия,5,87.555,2010,Point(151.2094444 -33.835277777)
Джон Коккериль,Бельгия,5,131.225,1954,Point(5.5122 50.5986)
Chantiers de la Loire,Франция,5,123.494,1926,Point(-1.553888888 47.217222222)
Wichhorst-Werft,Германия,5,37.17,1905,Point(10.0 53.55)
Seaspan Marine Corporation,,5,90.65,2008,Point(-123.113888888 49.260833333)
Schiffswerft Ernst Menzer,Германия,5,73.91666666666666666667,1982,Point(10.0 53.55)
Rijkswerf Amsterdam,Нидерланды,5,103.5,1857,Point(4.91738498 52.372728)
Verolme,Нидерланды,5,153.75,1979,Point(4.48 51.92)
Neue Schiffswerft Germersheim,Германия,5,61.57,2002,
Govan Shipbuilders,Великобритания,5,151.572,1985,Point(-4.3083 55.8615)
J. W. Klawitter,Королевство Пруссия,5,51.22,,
J. W. Klawitter,Вольный город Данциг,5,51.22,,
Óbuda Shipyard,Венгрия,5,63.91,1854,Point(19.05124 47.54263)
Генри Экфорд,,5,0,1813,
Ekensberg shipyard,Швеция,5,86.545,1966,Point(18.068611111 59.329444444)
Арсенал,Италия,5,50.35,,Point(12.353055555 45.435277777)
Philip and Son,Великобритания,5,44.94666666666666666667,1960,Point(-3.5758 50.3668)
Clyde Shipbuilding Company,Великобритания,5,84.6,1913,
Cargill,США,5,0,1952,Point(-93.503333333 44.913333333)
ZPMC,Китай,5,169.915,2010,Point(121.539722222 31.223055555)
BHP Billiton,Австралия,5,135.62,,Point(144.963055555 -37.814166666)
Hanwha,Республика Корея,5,393.1,2025,Point(126.99 37.56)
Главное адмиралтейство в Санкт-Петербурге,Россия,5,46.95,1749,Point(30.30855 59.937458333)
Alstom,Франция,5,1828.256,2016,Point(2.333055555 48.906944444)
Cantiere navale di Riva Trigoso,Италия,5,128.695,1972,Point(9.42644 44.25928)
Ottensener Eisenwerk,Германия,5,88.058,1958,Point(10.0 53.55)
Ottensener Eisenwerk,Германский рейх,5,88.058,1958,Point(10.0 53.55)
JFE Holdings,Япония,5,179.624,1999,Point(139.691666666 35.689444444)
Mitsui Group,Япония,5,257.585,1991,Point(139.691666666 35.689444444)
Peter Everitt Mestaer,,5,0,1794,
Chantiers de Normandie,Франция,5,0,1960,Point(1.030907 49.42898)
Sedef Shipyard,Турция,5,101.5,2017,Point(29.286388888 40.842222222)
Béliard-Crighton,Бельгия,5,57.945,1981,
Richards Shipbuilders,Великобритания,5,74.3,1992,
Q105443139,Германия,5,31.3225,,
Hugo Peters & Co,Германия,5,86.18666666666666666667,1997,
Гавр,Франция,5,0,1799,Point(0.108055555 49.494166666)
Frisian Shipyard Welgelegen,Нидерланды,5,113.516,2000,Point(5.429407 53.189856)
Huanghai Shipbuilding,Китай,5,148.2,2024,Point(122.425722222 36.899222222)
Juliana Constructora Gijonesa,Испания,5,155.7,1990,Point(-5.67732 43.52931)
Massara Shipyard,Египет,5,73.5,2022,
PT Kim Seah Shipyard Indonesia,Индонезия,5,24.54,2023,Point(103.930514 1.103541)
"SAN YANG SHIPBUILDING CO., LTD.",Китайская Республика (Тайвань),5,22.75,2010,
Венеция,Италия,5,46,,Point(12.331944444 45.439722222)
"Kaiser Company (Portland, Or.)",США,4,0,,Point(-122.722 45.566)
Sebastià Pujol i Ribes,,4,93,1839,
Skála Skipasmiðja,Фарерские острова,4,55.7325,2001,
Superior Shipbuilding Company,США,4,0,1917,Point(-92.090511 46.735868)
Ching Fu Shipbuilding,,4,80.855,2009,
Wight Shipyard,Великобритания,4,38,2018,Point(-1.286522222 50.757077777)
Persico Marine (ITA),,4,39.14,2022,
Gulf Shipbuilding Corporation,США,4,142.5,1946,Point(-88.059 30.767)
Jong Shyn Shipbuilding Company,Китайская Республика (Тайвань),4,45.65,2001,
Pendennis Shipyard,Великобритания,4,116.7125,2011,Point(-5.066666666 50.15)
Thorskogs Mekaniska Verkstad,Швеция,4,31.71,1924,Point(12.135522261 58.040124804)
Smith and Dimon Shipyard,,4,55,,Point(-73.994166666 40.728333333)
Hike Metal Products,Канада,4,33.1425,2006,Point(-82.461944444 42.093888888)
Sekwang,,4,133.5,2012,Point(129.316666666 35.55)
Maritim Shipyard,Польша,4,85.04,2010,Point(18.6540233 54.3482907)
Schiffswerft Oberwinter,Германия,4,35.53,,Point(7.230555555 50.578611111)
